,Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
2336,sdg,Northern Africa and Western Asia,total,Drinking water,2001,84.28568,307077358.64777005,At least basic
2339,sdg,Northern Africa and Western Asia,total,Drinking water,2001,4.04128,14723574.79156,Limited service
2342,sdg,Northern Africa and Western Asia,total,Drinking water,2001,2.1896299999999997,7977446.26238,Surface water
2345,sdg,Northern Africa and Western Asia,total,Drinking water,2001,9.483410000000001,34550816.79829,Unimproved
2362,sdg,Northern Africa and Western Asia,total,Drinking water,2002,84.61031,314103491.72157,At least basic
2365,sdg,Northern Africa and Western Asia,total,Drinking water,2002,4.03541,14980868.0782,Limited service
2368,sdg,Northern Africa and Western Asia,total,Drinking water,2002,2.1452400000000003,7963893.578760001,Surface water
2371,sdg,Northern Africa and Western Asia,total,Drinking water,2002,9.20904,34187228.12146,Unimproved
2388,sdg,Northern Africa and Western Asia,total,Drinking water,2003,85.0354,321742766.87812996,At least basic
2391,sdg,Northern Africa and Western Asia,total,Drinking water,2003,4.07958,15435637.38389,Limited service
2394,sdg,Northern Africa and Western Asia,total,Drinking water,2003,2.09668,7933068.992260001,Surface water
2397,sdg,Northern Africa and Western Asia,total,Drinking water,2003,8.78834,33251840.24535,Unimproved
2414,sdg,Northern Africa and Western Asia,total,Drinking water,2004,85.46683,329721730.80436003,At least basic
2417,sdg,Northern Africa and Western Asia,total,Drinking water,2004,4.12033,15895779.75846,Limited service
2420,sdg,Northern Africa and Western Asia,total,Drinking water,2004,2.04576,7892306.91306,Surface water
2423,sdg,Northern Africa and Western Asia,total,Drinking water,2004,8.36709,32279306.524129998,Unimproved
2440,sdg,Northern Africa and Western Asia,total,Drinking water,2005,86.02438000000001,338560084.01836,At least basic
2443,sdg,Northern Africa and Western Asia,total,Drinking water,2005,4.2065,16555242.04064,Limited service
2446,sdg,Northern Africa and Western Asia,total,Drinking water,2005,1.99984,7870646.110660001,Surface water
2449,sdg,Northern Africa and Western Asia,total,Drinking water,2005,7.76927,30576972.730340004,Unimproved
2466,sdg,Northern Africa and Western Asia,total,Drinking water,2006,86.60116,347884446.87298,At least basic
2469,sdg,Northern Africa and Western Asia,total,Drinking water,2006,4.28941,17230940.68548,Limited service
2472,sdg,Northern Africa and Western Asia,total,Drinking water,2006,1.95323,7846293.06546,Surface water
2475,sdg,Northern Africa and Western Asia,total,Drinking water,2006,7.1562,28747077.47608,Unimproved
2492,sdg,Northern Africa and Western Asia,total,Drinking water,2007,87.18127,357619899.4364,At least basic
2495,sdg,Northern Africa and Western Asia,total,Drinking water,2007,4.368530000000001,17919816.93284,Limited service
2498,sdg,Northern Africa and Western Asia,total,Drinking water,2007,1.90275,7805142.43525,Surface water
2501,sdg,Northern Africa and Western Asia,total,Drinking water,2007,6.54745,26857799.19551,Unimproved
2518,sdg,Northern Africa and Western Asia,total,Drinking water,2008,87.75839,367692213.08757997,At least basic
2521,sdg,Northern Africa and Western Asia,total,Drinking water,2008,4.44492,18623447.60452,Limited service
2524,sdg,Northern Africa and Western Asia,total,Drinking water,2008,1.8516700000000001,7758170.484889999,Surface water
2527,sdg,Northern Africa and Western Asia,total,Drinking water,2008,5.9450199999999995,24908575.82301,Unimproved
2547,sdg,Northern Africa and Western Asia,total,Drinking water,2009,88.3115,377934681.20255,At least basic
2550,sdg,Northern Africa and Western Asia,total,Drinking water,2009,4.53509,19408220.46238,Limited service
2553,sdg,Northern Africa and Western Asia,total,Drinking water,2009,1.80292,7715723.38693,Surface water
2556,sdg,Northern Africa and Western Asia,total,Drinking water,2009,5.35049,22897748.74771,Unimproved
2579,sdg,Northern Africa and Western Asia,total,Drinking water,2010,88.86018,388361836.90682,At least basic
2582,sdg,Northern Africa and Western Asia,total,Drinking water,2010,4.61879,20186355.68443,Limited service
2585,sdg,Northern Africa and Western Asia,total,Drinking water,2010,1.7458,7630003.91351,Surface water
2588,sdg,Northern Africa and Western Asia,total,Drinking water,2010,4.77522,20870017.99524,Unimproved
2611,sdg,Northern Africa and Western Asia,total,Drinking water,2011,89.39429,398910167.35852003,At least basic
2614,sdg,Northern Africa and Western Asia,total,Drinking water,2011,4.70518,20996246.579570003,Limited service
2617,sdg,Northern Africa and Western Asia,total,Drinking water,2011,1.6965400000000002,7570596.81673,Surface water
2620,sdg,Northern Africa and Western Asia,total,Drinking water,2011,4.2039800000000005,18759716.04563,Unimproved
2643,sdg,Northern Africa and Western Asia,total,Drinking water,2012,89.9205,409597167.33996004,At least basic
2646,sdg,Northern Africa and Western Asia,total,Drinking water,2012,4.79165,21826475.9099,Limited service
2649,sdg,Northern Africa and Western Asia,total,Drinking water,2012,1.6479700000000002,7506689.68017,Surface water
2652,sdg,Northern Africa and Western Asia,total,Drinking water,2012,3.6398800000000002,16580013.369970001,Unimproved
2675,sdg,Northern Africa and Western Asia,total,Drinking water,2013,90.44086,420380341.37757003,At least basic
2678,sdg,Northern Africa and Western Asia,total,Drinking water,2013,4.87825,22674719.358939998,Limited service
2681,sdg,Northern Africa and Western Asia,total,Drinking water,2013,1.6686599999999998,7756160.70975,Surface water
2684,sdg,Northern Africa and Western Asia,total,Drinking water,2013,3.01222,14001195.553270001,Unimproved
2707,sdg,Northern Africa and Western Asia,total,Drinking water,2014,90.96775,431258779.87242997,At least basic
2710,sdg,Northern Africa and Western Asia,total,Drinking water,2014,4.95297,23480978.817029998,Limited service
2713,sdg,Northern Africa and Western Asia,total,Drinking water,2014,1.61086,7636736.1992,Surface water
2716,sdg,Northern Africa and Western Asia,total,Drinking water,2014,2.46842,11702269.141339999,Unimproved
2739,sdg,Northern Africa and Western Asia,total,Drinking water,2015,91.47570999999999,442065128.76269007,At least basic
2742,sdg,Northern Africa and Western Asia,total,Drinking water,2015,5.03282,24321597.97064,Limited service
2745,sdg,Northern Africa and Western Asia,total,Drinking water,2015,1.52613,7375171.28267,Surface water
2748,sdg,Northern Africa and Western Asia,total,Drinking water,2015,1.96533,9497666.98352,Unimproved
2771,sdg,Northern Africa and Western Asia,total,Drinking water,2017,91.96403000000001,460981739.12245995,At least basic
2774,sdg,Northern Africa and Western Asia,total,Drinking water,2017,5.0475699999999994,25301616.09939,Limited service
2777,sdg,Northern Africa and Western Asia,total,Drinking water,2017,1.4166,7100900.2942699995,Surface water
2780,sdg,Northern Africa and Western Asia,total,Drinking water,2017,1.5718,7878842.78338,Unimproved
2795,sdg,Oceania,total,Drinking water,2000,52.31904,4344880.019640001,At least basic
2798,sdg,Oceania,total,Drinking water,2000,1.30075,108022.01225,Limited service
2801,sdg,Oceania,total,Drinking water,2000,26.2204,2177495.43445,Surface water
2804,sdg,Oceania,total,Drinking water,2000,20.15981,1674188.53367,Unimproved
2819,sdg,Oceania,total,Drinking water,2001,52.1748,4424622.79627,At least basic
2822,sdg,Oceania,total,Drinking water,2001,1.44439,122489.95326,Limited service
2825,sdg,Oceania,total,Drinking water,2001,26.338540000000002,2233608.9043900003,Surface water
2828,sdg,Oceania,total,Drinking water,2001,20.042270000000002,1699661.3460799998,Unimproved
2843,sdg,Oceania,total,Drinking water,2002,51.99954,4501119.23235,At least basic
2846,sdg,Oceania,total,Drinking water,2002,1.44708,125259.92302999999,Limited service
2849,sdg,Oceania,total,Drinking water,2002,26.461240000000004,2290504.7611,Surface water
2852,sdg,Oceania,total,Drinking water,2002,20.09214,1739191.08353,Unimproved
2867,sdg,Oceania,total,Drinking water,2003,51.81742,4576835.3606900005,At least basic
2870,sdg,Oceania,total,Drinking water,2003,1.44999,128071.95449,Limited service
2873,sdg,Oceania,total,Drinking water,2003,26.587490000000003,2348372.02755,Surface water
2876,sdg,Oceania,total,Drinking water,2003,20.1451,1779339.65727,Unimproved
2891,sdg,Oceania,total,Drinking water,2004,51.6391,4653394.84706,At least basic
2894,sdg,Oceania,total,Drinking water,2004,1.45281,130918.58384,Limited service
2897,sdg,Oceania,total,Drinking water,2004,26.713109999999997,2407219.80546,Surface water
2900,sdg,Oceania,total,Drinking water,2004,20.194979999999997,1819845.7636400003,Unimproved
2915,sdg,Oceania,total,Drinking water,2005,51.83553,4765436.95363,At least basic
2918,sdg,Oceania,total,Drinking water,2005,1.46871,135023.74829000002,Limited service
2921,sdg,Oceania,total,Drinking water,2005,27.566290000000002,2534273.17374,Surface water
2924,sdg,Oceania,total,Drinking water,2005,19.12947,1758645.12434,Unimproved
2939,sdg,Oceania,total,Drinking water,2006,52.04208,4881014.624009999,At least basic
2942,sdg,Oceania,total,Drinking water,2006,1.4868299999999999,139449.80713,Limited service
2945,sdg,Oceania,total,Drinking water,2006,28.42094,2665593.00016,Surface water
2948,sdg,Oceania,total,Drinking water,2006,18.05014,1692918.5686899999,Unimproved
2963,sdg,Oceania,total,Drinking water,2007,52.258590000000005,4999936.20373,At least basic
2966,sdg,Oceania,total,Drinking water,2007,1.50563,144053.61445999998,Limited service
2969,sdg,Oceania,total,Drinking water,2007,29.276970000000002,2801127.65968,Surface water
2972,sdg,Oceania,total,Drinking water,2007,16.95881,1622565.52214,Unimproved
2987,sdg,Oceania,total,Drinking water,2008,52.4913,5122598.85304,At least basic
2990,sdg,Oceania,total,Drinking water,2008,1.51941,148278.35090999998,Limited service
2993,sdg,Oceania,total,Drinking water,2008,30.133340000000004,2940697.09185,Surface water
2996,sdg,Oceania,total,Drinking water,2008,15.85595,1547373.70419,Unimproved
3011,sdg,Oceania,total,Drinking water,2009,52.73457,5248010.8687,At least basic
3014,sdg,Oceania,total,Drinking water,2009,1.53271,152531.67865999998,Limited service
3017,sdg,Oceania,total,Drinking water,2009,30.9904,3084086.29183,Surface water
3020,sdg,Oceania,total,Drinking water,2009,14.74231,1467117.13082,Unimproved
3035,sdg,Oceania,total,Drinking water,2010,52.98726,5375790.6512400005,At least basic
3038,sdg,Oceania,total,Drinking water,2010,1.5459399999999999,156842.27734,Limited service
3041,sdg,Oceania,total,Drinking water,2010,31.84822,3231141.58893,Surface water
3044,sdg,Oceania,total,Drinking water,2010,13.61859,1381665.4824899998,Unimproved
3059,sdg,Oceania,total,Drinking water,2011,53.24876,5505768.44624,At least basic
3062,sdg,Oceania,total,Drinking water,2011,1.5591,161206.21825,Limited service
3065,sdg,Oceania,total,Drinking water,2011,32.706990000000005,3381808.7158,Surface water
3068,sdg,Oceania,total,Drinking water,2011,12.48516,1290929.61971,Unimproved
3083,sdg,Oceania,total,Drinking water,2012,53.52049,5638305.71655,At least basic
3086,sdg,Oceania,total,Drinking water,2012,1.57213,165621.72844,Limited service
3089,sdg,Oceania,total,Drinking water,2012,33.5652,3536045.18758,Surface water
3092,sdg,Oceania,total,Drinking water,2012,11.34217,1194881.36742,Unimproved
3107,sdg,Oceania,total,Drinking water,2013,53.806619999999995,5774064.40682,At least basic
3110,sdg,Oceania,total,Drinking water,2013,1.58521,170111.57119000002,Limited service
3113,sdg,Oceania,total,Drinking water,2013,34.41823,3693468.94317,Surface water
3116,sdg,Oceania,total,Drinking water,2013,10.18994,1093497.0788200002,Unimproved
3131,sdg,Oceania,total,Drinking water,2014,54.106930000000006,5913357.3482800005,At least basic
3134,sdg,Oceania,total,Drinking water,2014,1.5982399999999999,174672.49179,Limited service
3137,sdg,Oceania,total,Drinking water,2014,35.265840000000004,3854211.12159,Surface water
3140,sdg,Oceania,total,Drinking water,2014,9.02899,986780.0383299999,Unimproved
3155,sdg,Oceania,total,Drinking water,2015,54.41835,6056159.2556300005,At least basic
3158,sdg,Oceania,total,Drinking water,2015,1.61194,179391.33959000002,Limited service
3161,sdg,Oceania,total,Drinking water,2015,36.10536,4018126.20574,Surface water
3164,sdg,Oceania,total,Drinking water,2015,7.86435,875215.19904,Unimproved
3179,sdg,Oceania,total,Drinking water,2017,55.06519,6351442.97949,At least basic
3182,sdg,Oceania,total,Drinking water,2017,1.64367,189587.25154,Limited service
3185,sdg,Oceania,total,Drinking water,2017,37.767720000000004,4356282.7665099995,Surface water
3188,sdg,Oceania,total,Drinking water,2017,5.52342,637094.00246,Unimproved
3206,sdg,Sub-Saharan Africa,total,Drinking water,2000,27.97833,180462241.4404,Basic service
3209,sdg,Sub-Saharan Africa,total,Drinking water,2000,8.9132,57490803.2327,Limited service
3212,sdg,Sub-Saharan Africa,total,Drinking water,2000,17.74063,114428327.06121,Safely managed service
3215,sdg,Sub-Saharan Africa,total,Drinking water,2000,19.08855,123122490.22624,Surface water
3218,sdg,Sub-Saharan Africa,total,Drinking water,2000,26.279290000000003,169503271.53879,Unimproved
3236,sdg,Sub-Saharan Africa,total,Drinking water,2001,28.54293,189043274.39097,Basic service
3239,sdg,Sub-Saharan Africa,total,Drinking water,2001,9.21175,61010543.31904,Limited service
3242,sdg,Sub-Saharan Africa,total,Drinking water,2001,18.02224,119363507.14896001,Safely managed service
3245,sdg,Sub-Saharan Africa,total,Drinking water,2001,18.611279999999997,123264758.71539,Surface water
3248,sdg,Sub-Saharan Africa,total,Drinking water,2001,25.61179,169630007.42631,Unimproved
3266,sdg,Sub-Saharan Africa,total,Drinking water,2002,29.066259999999996,197676837.95534,Basic service
3269,sdg,Sub-Saharan Africa,total,Drinking water,2002,9.48286,64492015.485640004,Limited service
3272,sdg,Sub-Saharan Africa,total,Drinking water,2002,18.39422,125097314.64003001,Safely managed service
3275,sdg,Sub-Saharan Africa,total,Drinking water,2002,17.94067,122012775.84253001,Surface water
3278,sdg,Sub-Saharan Africa,total,Drinking water,2002,25.116,170811488.07646,Unimproved
3296,sdg,Sub-Saharan Africa,total,Drinking water,2003,29.582240000000002,206603774.44163,Basic service
3299,sdg,Sub-Saharan Africa,total,Drinking water,2003,9.75412,68123231.41706,Limited service
3302,sdg,Sub-Saharan Africa,total,Drinking water,2003,18.76632,131064880.49475,Safely managed service
3305,sdg,Sub-Saharan Africa,total,Drinking water,2003,17.26589,120585821.76788999,Surface water
3308,sdg,Sub-Saharan Africa,total,Drinking water,2003,24.631420000000002,172027019.87867,Unimproved
3326,sdg,Sub-Saharan Africa,total,Drinking water,2004,30.055220000000002,215595344.7277,Basic service
3329,sdg,Sub-Saharan Africa,total,Drinking water,2004,10.01705,71855420.92197,Limited service
3332,sdg,Sub-Saharan Africa,total,Drinking water,2004,19.191689999999998,137667883.16036,Safely managed service
3335,sdg,Sub-Saharan Africa,total,Drinking water,2004,16.59476,119039348.5452,Surface water
3338,sdg,Sub-Saharan Africa,total,Drinking water,2004,24.14128,173172828.64477,Unimproved
3356,sdg,Sub-Saharan Africa,total,Drinking water,2005,30.50559,224803482.3279,Basic service
3359,sdg,Sub-Saharan Africa,total,Drinking water,2005,10.280339999999999,75758429.46222,Limited service
3362,sdg,Sub-Saharan Africa,total,Drinking water,2005,19.64151,144743310.05659,Safely managed service
3365,sdg,Sub-Saharan Africa,total,Drinking water,2005,15.92547,117358818.82285,Surface water
3368,sdg,Sub-Saharan Africa,total,Drinking water,2005,23.64709,174261427.63044,Unimproved
3386,sdg,Sub-Saharan Africa,total,Drinking water,2006,30.918190000000003,234116523.94762003,Basic service
3389,sdg,Sub-Saharan Africa,total,Drinking water,2006,10.537510000000001,79791417.46000999,Limited service
3392,sdg,Sub-Saharan Africa,total,Drinking water,2006,20.13699,152479844.63272,Safely managed service
3395,sdg,Sub-Saharan Africa,total,Drinking water,2006,15.263160000000001,115574587.34605,Surface water
3398,sdg,Sub-Saharan Africa,total,Drinking water,2006,23.14415,175250505.01361,Unimproved
3416,sdg,Sub-Saharan Africa,total,Drinking water,2007,31.29474,243532397.72547,Basic service
3419,sdg,Sub-Saharan Africa,total,Drinking water,2007,10.79705,84021514.70879,Limited service
3422,sdg,Sub-Saharan Africa,total,Drinking water,2007,20.63515,160580548.69878998,Safely managed service
3425,sdg,Sub-Saharan Africa,total,Drinking water,2007,14.61779,113754083.3816,Surface water
3428,sdg,Sub-Saharan Africa,total,Drinking water,2007,22.655279999999998,176301028.48457,Unimproved
3446,sdg,Sub-Saharan Africa,total,Drinking water,2008,31.66115,253241307.62085,Basic service
3449,sdg,Sub-Saharan Africa,total,Drinking water,2008,11.05246,88402947.06187,Limited service
3452,sdg,Sub-Saharan Africa,total,Drinking water,2008,21.18541,169451223.19951,Safely managed service
3455,sdg,Sub-Saharan Africa,total,Drinking water,2008,13.95401,111611000.74375,Surface water
3458,sdg,Sub-Saharan Africa,total,Drinking water,2008,22.14696,177142192.87403,Unimproved
3476,sdg,Sub-Saharan Africa,total,Drinking water,2009,32.004940000000005,263135192.0858,Basic service
3479,sdg,Sub-Saharan Africa,total,Drinking water,2009,11.30432,92940802.1667,Limited service
3482,sdg,Sub-Saharan Africa,total,Drinking water,2009,21.75733,178882364.52688,Safely managed service
3485,sdg,Sub-Saharan Africa,total,Drinking water,2009,13.29455,109303872.9652,Surface water
3488,sdg,Sub-Saharan Africa,total,Drinking water,2009,21.63885,177908193.25542,Unimproved
3506,sdg,Sub-Saharan Africa,total,Drinking water,2010,32.32461,273186956.56915,Basic service
3509,sdg,Sub-Saharan Africa,total,Drinking water,2010,11.55151,97625956.65100001,Limited service
3512,sdg,Sub-Saharan Africa,total,Drinking water,2010,22.35453,188926186.35005,Safely managed service
3515,sdg,Sub-Saharan Africa,total,Drinking water,2010,12.64348,106854625.93303001,Surface water
3518,sdg,Sub-Saharan Africa,total,Drinking water,2010,21.12588,178542431.49761,Unimproved
3545,sdg,Sub-Saharan Africa,total,Drinking water,2011,32.761590000000005,284615647.91809,Basic service
3548,sdg,Sub-Saharan Africa,total,Drinking water,2011,11.89245,103315403.71605,Limited service
3551,sdg,Sub-Saharan Africa,total,Drinking water,2011,22.80986,198160153.3774,Safely managed service
3554,sdg,Sub-Saharan Africa,total,Drinking water,2011,12.05187,104700367.48900999,Surface water
3557,sdg,Sub-Saharan Africa,total,Drinking water,2011,20.48423,177956366.59945,Unimproved
3584,sdg,Sub-Saharan Africa,total,Drinking water,2012,33.02533,294916707.73506004,Basic service
3587,sdg,Sub-Saharan Africa,total,Drinking water,2012,12.14332,108440016.66418001,Limited service
3590,sdg,Sub-Saharan Africa,total,Drinking water,2012,23.44126,209330787.13056,Safely managed service
3593,sdg,Sub-Saharan Africa,total,Drinking water,2012,11.40355,101833872.70544,Surface water
3596,sdg,Sub-Saharan Africa,total,Drinking water,2012,19.986539999999998,178480087.76476002,Unimproved
3623,sdg,Sub-Saharan Africa,total,Drinking water,2013,33.27071,305379276.00985,Basic service
3626,sdg,Sub-Saharan Africa,total,Drinking water,2013,12.38488,113676104.98553999,Limited service
3629,sdg,Sub-Saharan Africa,total,Drinking water,2013,24.093320000000002,221143462.02261,Safely managed service
3632,sdg,Sub-Saharan Africa,total,Drinking water,2013,10.75415,98708259.9143,Surface water
3635,sdg,Sub-Saharan Africa,total,Drinking water,2013,19.49694,178955016.09842,Unimproved
3662,sdg,Sub-Saharan Africa,total,Drinking water,2014,33.49265,315931117.91906,Basic service
3665,sdg,Sub-Saharan Africa,total,Drinking water,2014,12.62285,119069438.76723,Limited service
3668,sdg,Sub-Saharan Africa,total,Drinking water,2014,24.76436,233598468.52,Safely managed service
3671,sdg,Sub-Saharan Africa,total,Drinking water,2014,10.11669,95429170.7317,Surface water
3674,sdg,Sub-Saharan Africa,total,Drinking water,2014,19.00345,179256700.06201002,Unimproved
3701,sdg,Sub-Saharan Africa,total,Drinking water,2015,33.69688,326601660.36916,Basic service
3704,sdg,Sub-Saharan Africa,total,Drinking water,2015,12.856119999999999,124605872.05858001,Limited service
3707,sdg,Sub-Saharan Africa,total,Drinking water,2015,25.44983,246668483.77949,Safely managed service
3710,sdg,Sub-Saharan Africa,total,Drinking water,2015,9.48658,91947181.78761,Surface water
3713,sdg,Sub-Saharan Africa,total,Drinking water,2015,18.5106,179411047.80516002,Unimproved
3740,sdg,Sub-Saharan Africa,total,Drinking water,2017,33.99205,347624648.44992995,Basic service
3743,sdg,Sub-Saharan Africa,total,Drinking water,2017,13.24293,135430743.13017,Limited service
3746,sdg,Sub-Saharan Africa,total,Drinking water,2017,26.92316,275333600.05079,Safely managed service
3749,sdg,Sub-Saharan Africa,total,Drinking water,2017,8.28841,84762646.87691,Surface water
3752,sdg,Sub-Saharan Africa,total,Drinking water,2017,17.55344,179512818.49301,Unimproved
